"Authors","Author full names","Author(s) ID","Title","Year","Link","EID"
"Barros W.K.P.; Barbosa M.T.; Dias L.A.; Fernandes M.A.C.","Barros, Wysterlânya K. P. (57217063870); Barbosa, Matheus T. (57877822600); Dias, Leonardo A. (57216084309); Fernandes, Marcelo A. C. (7202947679)","57217063870; 57877822600; 57216084309; 7202947679","Fully Parallel Proposal of Naive Bayes on FPGA","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137384743&doi=10.3390%2felectronics11162565&partnerID=40&md5=6fa133c2b737ccba8360f1aaf3d698a2","2-s2.0-85137384743"
"Cardoso R.A.; Oliveira G.A.B.; Almeida G.M.J.; Araújo J.A.","Cardoso, R.A. (56229959800); Oliveira, G.A.B. (57204290011); Almeida, G.M.J. (57193097982); Araújo, J.A. (23088276800)","56229959800; 57204290011; 57193097982; 23088276800","A simple linear regression strategy for fretting fatigue life estimates","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195219597&doi=10.1016%2fj.triboint.2024.109852&partnerID=40&md5=e4dfbd5c167a8986f251aef0512b881f","2-s2.0-85195219597"
"Cavalcanti G.D.C.; Mendes-Da-Silva W.; dos Santos Felipe I.J.; Santos L.A.","Cavalcanti, George D. C. (57204699257); Mendes-Da-Silva, Wesley (54950189500); dos Santos Felipe, Israel José (55918040700); Santos, Leonardo A. (59149386500)","57204699257; 54950189500; 55918040700; 59149386500","Recent advances in applications of machine learning in reward crowdfunding success forecasting","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194532729&doi=10.1007%2fs00521-024-09886-6&partnerID=40&md5=aa381ca211e7d24c790b5ce76e9f5e4a","2-s2.0-85194532729"
"Silva I.; do Valle J.M.; Souza G.; Budke J.; Araújo D.; Carvalho B.; Cacho N.; Sales H.; Lopes F.; Silva Júnior R.","Silva, Iaslan (58370498300); do Valle, João Marcos (57219344971); Souza, Gabriel (57219337510); Budke, Jaine (57219340606); Araújo, Daniel (55103744400); Carvalho, Bruno (58358953500); Cacho, Nélio (17433450200); Sales, Henrique (57219336947); Lopes, Frederico (57193516964); Silva Júnior, Rivaldo (57219344258)","58370498300; 57219344971; 57219337510; 57219340606; 55103744400; 58358953500; 17433450200; 57219336947; 57193516964; 57219344258","Using micro-services and artificial intelligence to analyze images in criminal evidences","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112558044&doi=10.1016%2fj.fsidi.2021.301197&partnerID=40&md5=1e7dc1733c66afa9ad7701afc7db4b26","2-s2.0-85112558044"
"Wang X.; Fairhurst M.C.; Canuto A.M.P.","Wang, Xuejian (57205627786); Fairhurst, Michael C. (7007162548); Canuto, Anne M. P. (15022041200)","57205627786; 7007162548; 15022041200","Determining Subcategories of Facial Expressions for Improved Performance in Practical Applications","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083358887&doi=10.1142%2fS1469026820500042&partnerID=40&md5=b6e649c2dcfbf2438f26a294f1474965","2-s2.0-85083358887"
"Da Silva R.A.; Canuto A.M.D.P.; Barreto C.A.D.S.; Xavier J.C., Jr.","Da Silva, Robercy Alves (57226787462); Canuto, Anne Magaly De Paula (15022041200); Barreto, Cephas Alves Da Silveira (57195322096); Xavier, Joao Carlos (56366404800)","57226787462; 15022041200; 57195322096; 56366404800","Automatic Recommendation Method for Classifier Ensemble Structure Using Meta-Learning","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112627768&doi=10.1109%2fACCESS.2021.3099689&partnerID=40&md5=bb441d0e3b9d7d45a46d7f7303cfce76","2-s2.0-85112627768"
"Barbosa J.F.; Correia J.A.F.O.; Júnior R.C.S.F.; De esus A.M.P.","Barbosa, Joelton Fonseca (57208358515); Correia, José A.F.O. (35168869200); Júnior, R.C.S. Freire (36979704500); De esus, Abílio M.P. (57195754611)","57208358515; 35168869200; 36979704500; 57195754611","Fatigue life prediction of metallic materials considering mean stress effects by means of an artificial neural network","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079326265&doi=10.1016%2fj.ijfatigue.2020.105527&partnerID=40&md5=93aef5fe674eae85bfdd5451441314dd","2-s2.0-85079326265"
"Araújo V.G.D.; Bissiriou A.O.-S.; Villanueva J.M.M.; Villarreal E.R.L.; Salazar A.O.; Teixeira R.D.A.; Fonsêca D.A.D.M.","Araújo, Valbério Gonzaga de (57282612400); Bissiriou, Aziz Oloroun-Shola (58795612700); Villanueva, Juan Moises Mauricio (26665750100); Villarreal, Elmer Rolando Llanos (55361069800); Salazar, Andrés Ortiz (7102422753); Teixeira, Rodrigo de Andrade (57216837381); Fonsêca, Diego Antonio de Moura (36682132200)","57282612400; 58795612700; 26665750100; 55361069800; 7102422753; 57216837381; 36682132200","Monitoring and Diagnosing Faults in Induction Motors’ Three-Phase Systems Using NARX Neural Network","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205060328&doi=10.3390%2fen17184609&partnerID=40&md5=a4347a1066b0c173ee9f53039c891f2a","2-s2.0-85205060328"
"Andrade P.; Silva M.; Medeiros M.; Costa D.G.; Silva I.","Andrade, Pedro (57225443488); Silva, Marianne (57207807053); Medeiros, Morsinaldo (58168755900); Costa, Daniel G. (35519411300); Silva, Ivanovitch (36537969500)","57225443488; 57207807053; 58168755900; 35519411300; 36537969500","TEDA-RLS: A TinyML Incremental Learning Approach for Outlier Detection and Correction","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204447468&doi=10.1109%2fJSEN.2024.3458917&partnerID=40&md5=eb6e1c6b8564b1df22a64f78cc046ee0","2-s2.0-85204447468"
"Nascimento J.; Maitelli A.; Maitelli C.; Cavalcanti A.","Nascimento, João (24725329000); Maitelli, André (6602549353); Maitelli, Carla (57163638400); Cavalcanti, Anderson (8275338200)","24725329000; 6602549353; 57163638400; 8275338200","Diagnostic of operation conditions and sensor faults using machine learning in sucker-rod pumping wells","2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108957027&doi=10.3390%2fs21134546&partnerID=40&md5=fced09907abefd403b50da5078cbbc99","2-s2.0-85108957027"
"Blanco W.; Tabak J.; Bertram R.","Blanco, Wilfredo (12787663600); Tabak, Joel (7003520430); Bertram, Richard (7004379894)","12787663600; 7003520430; 7004379894","Population bursts in a modular neural network as a mechanism for synchronized activity in KNDy neurons","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200129988&doi=10.1371%2fjournal.pcbi.1011820&partnerID=40&md5=b212c2bd2ff9f4df7283279920183061","2-s2.0-85200129988"
"Marques L.; Eugênio P.; Bastos L.; Santos H.; Rosário D.; Nogueira E.; Cerqueira E.; Kreutz M.; Neto A.","Marques, Leonardo (58548808500); Eugênio, Paulo (58628088300); Bastos, Lucas (57215310926); Santos, Hugo (57196584884); Rosário, Denis (54891918700); Nogueira, Eduardo (57189387758); Cerqueira, Eduardo (23134706000); Kreutz, Márcio (8833771300); Neto, Augusto (35105652600)","58548808500; 58628088300; 57215310926; 57196584884; 54891918700; 57189387758; 23134706000; 8833771300; 35105652600","Analysis of Electrical Signals by Machine Learning for Classification of Individualized Electronics on the Internet of Smart Grid Things (IoSGT) architecture","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172860271&doi=10.5753%2fjisa.2023.3076&partnerID=40&md5=e8b3645da2ae9fd44153eaffca7559b7","2-s2.0-85172860271"
"Câmara E.C.B.; Kalombo R.B.; Ferreira J.L.A.; Araújo J.A.; Freire Júnior R.C.S.","Câmara, Eduardo César Bezerra (54388084300); Kalombo, R.B. (57215184473); Ferreira, J.L.A. (7403252411); Araújo, José Alexander (23088276800); Freire Júnior, Raimundo Carlos Silverio (36979704500)","54388084300; 57215184473; 7403252411; 23088276800; 36979704500","Estimating the fatigue behavior of a family of aluminum conductor cables using ANNs applying the Poffenberger-Swart formula","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124019871&doi=10.1016%2fj.ijfatigue.2022.106766&partnerID=40&md5=4fddd71b7c92560dad91425286c4dff3","2-s2.0-85124019871"
"Barreto T.D.O.; Veras N.V.R.; Cardoso P.H.; Fernandes F.R.D.S.; Medeiros L.P.D.S.; Bezerra M.V.; Andrade F.M.Q.D.; Pinheiro C.D.O.; Sánchez-Gendriz I.; Silva G.J.P.C.; Rodrigues L.F.; Morais A.H.F.D.; dos Santos J.P.Q.; Paiva J.C.; Andrade I.G.M.D.; Valentim R.A.D.M.","Barreto, Tiago de Oliveira (58777546600); Veras, Nícolas Vinícius Rodrigues (57204035776); Cardoso, Pablo Holanda (57959236300); Fernandes, Felipe Ricardo dos Santos (57208327846); Medeiros, Luiz Paulo de Souza (57220022529); Bezerra, Maria Valéria (58777152700); Andrade, Filomena Marques Queiroz de (58777351600); Pinheiro, Chander de Oliveira (58777546800); Sánchez-Gendriz, Ignacio (56495540200); Silva, Gleyson José Pinheiro Caldeira (58633872200); Rodrigues, Leandro Farias (58777152800); Morais, Antonio Higor Freire de (25626432200); dos Santos, João Paulo Queiroz (57694054600); Paiva, Jailton Carlos (57195063277); Andrade, Ion Garcia Mascarenhas de (26026625700); Valentim, Ricardo Alexsandro de Medeiros (35606294400)","58777546600; 57204035776; 57959236300; 57208327846; 57220022529; 58777152700; 58777351600; 58777546800; 56495540200; 58633872200; 58777152800; 25626432200; 57694054600; 57195063277; 26026625700; 35606294400","Artificial intelligence applied to analyzes during the pandemic: COVID-19 beds occupancy in the state of Rio Grande do Norte, Brazil","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180489464&doi=10.3389%2ffrai.2023.1290022&partnerID=40&md5=7ed2c041344abbbb4775cbcde5bc7ebd","2-s2.0-85180489464"
"Andrade M.; Medeiros M.; Medeiros T.; Azevedo M.; Silva M.; Costa D.G.; Silva I.","Andrade, Matheus (58849970600); Medeiros, Morsinaldo (58168755900); Medeiros, Thaís (58538636900); Azevedo, Mariana (58167671300); Silva, Marianne (57207807053); Costa, Daniel G. (35519411300); Silva, Ivanovitch (36537969500)","58849970600; 58168755900; 58538636900; 58167671300; 57207807053; 35519411300; 36537969500","On the Use of Biofuels for Cleaner Cities: Assessing Vehicular Pollution through Digital Twins and Machine Learning Algorithms","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183347606&doi=10.3390%2fsu16020708&partnerID=40&md5=b660764d956f933f72b763c6d678db4a","2-s2.0-85183347606"
"Jacinto M.V.G.; Doria Neto A.D.; de Castro D.L.; Bezerra F.H.R.","Jacinto, Marcos V.G. (57983867100); Doria Neto, Adrião D. (57211278113); de Castro, David L. (11340128700); Bezerra, Francisco H.R. (7004527155)","57983867100; 57211278113; 11340128700; 7004527155","Karstified zone interpretation using deep learning algorithms: Convolutional neural networks applications and model interpretability with explainable AI","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144627723&doi=10.1016%2fj.cageo.2022.105281&partnerID=40&md5=acdebf845053cb2fbf2dc6be11bccbb7","2-s2.0-85144627723"
"Dantas de Medeiros A.; Junio da Silva L.; Maria da Silva J.; Cunha Fernandes dos Santos Dias D.; Dias Pereira M.","Dantas de Medeiros, André (57203950751); Junio da Silva, Laércio (57217089812); Maria da Silva, José (59159384100); Cunha Fernandes dos Santos Dias, Denise (57217089776); Dias Pereira, Márcio (57217089856)","57203950751; 57217089812; 59159384100; 57217089776; 57217089856","IJCropSeed: An open-access tool for high-throughput analysis of crop seed radiographs","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086143562&doi=10.1016%2fj.compag.2020.105555&partnerID=40&md5=d6311c587788c812dc4712f9855c0dbd","2-s2.0-85086143562"
"Silva T.P.D.; Neto A.R.; Batista T.V.; Delicato F.C.; Pires P.F.; Lopes F.","Silva, Thiago Pereira da (56732537200); Neto, Aluizio Rocha (57650113700); Batista, Thais Vasconcelos (36812228000); Delicato, Flávia C. (55887461400); Pires, Paulo F. (55595376300); Lopes, Frederico (57193516964)","56732537200; 57650113700; 36812228000; 55887461400; 55595376300; 57193516964","Online machine learning for auto-scaling in the edge computing","2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142168357&doi=10.1016%2fj.pmcj.2022.101722&partnerID=40&md5=4bd4738849049d011980ea7bbc7a1193","2-s2.0-85142168357"
"Lima G.S.; Savi M.A.; Bessa W.M.","Lima, Gabriel S. (57205730101); Savi, Marcelo A. (7006392757); Bessa, Wallace M. (6506394388)","57205730101; 7006392757; 6506394388","Intelligent control of cardiac rhythms using artificial neural networks","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152369255&doi=10.1007%2fs11071-023-08447-1&partnerID=40&md5=f46be65923b2b373e4a92fb719ad8d00","2-s2.0-85152369255"
"Canuto A.; Neto A.F.; Silva H.M.; Xavier-Júnior J.C.; Barreto C.A.","Canuto, Anne (15022041200); Neto, Antonino Feitosa (36628950100); Silva, Huliane M. (57191259875); Xavier-Júnior, João C. (56366404800); Barreto, Cephas A. (57195322096)","15022041200; 36628950100; 57191259875; 56366404800; 57195322096","Population-based bio-inspired algorithms for cluster ensembles optimization","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044394769&doi=10.1007%2fs11047-018-9682-1&partnerID=40&md5=7bc6d2187a7ea3c488a89546b9d527bf","2-s2.0-85044394769"
"Silva F.S.D.; Silva S.N.; da Silva L.M.D.; Bessa A.; Ferino S.; Paiva P.; Medeiros M.; Silva L.; Neto J.; Costa K.; Santos C.; Aranha E.; Martins A.; Kulesza U.; Immich R.; Neto A.V.; Fontes R.; Sousa V.; Fernandes M.A.C.","Silva, Felipe S. Dantas (56393770300); Silva, Sérgio N. (56402497700); da Silva, Lucileide M.D. (57205121703); Bessa, Ayuri (58774888600); Ferino, Samuel (57221536003); Paiva, Pablo (58775086000); Medeiros, Marcos (24802749600); Silva, Lucas (57194044614); Neto, José (57212494574); Costa, Kevin (57194419457); Santos, Charles (57200504297); Aranha, Eduardo (18433677500); Martins, Allan (57985251100); Kulesza, Uirá (12645089300); Immich, Roger (23990618900); Neto, Augusto V. (35105652600); Fontes, Ramon (57188683331); Sousa, Vicente (6603844872); Fernandes, Marcelo A.C. (7202947679)","56393770300; 56402497700; 57205121703; 58774888600; 57221536003; 58775086000; 24802749600; 57194044614; 57212494574; 57194419457; 57200504297; 18433677500; 57985251100; 12645089300; 23990618900; 35105652600; 57188683331; 6603844872; 7202947679","ML-based inter-slice load balancing control for proactive offloading of virtual services","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190769096&doi=10.1016%2fj.comnet.2024.110422&partnerID=40&md5=54f5a158952a5bd75abd5703027a71be","2-s2.0-85190769096"
"Pasa L.A.; Costa J.A.F.; Medeiros M.G.D.","Pasa, Leandro Antonio (55763115500); Costa, José Alfredo Ferreira (7402460809); Medeiros, Marcial Guerra De (57214296270)","55763115500; 7402460809; 57214296270","A contribution to the study of ensemble of self-organizing maps","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953299207&doi=10.1155%2f2015%2f592549&partnerID=40&md5=d13690d9080cac481a25fb0ccd50e232","2-s2.0-84953299207"
"Pereira Dimuro G.; Bedregal B.; Bustince H.; Asiáin M.J.; Mesiar R.","Pereira Dimuro, Graçaliz (6508226260); Bedregal, Benjamín (15520790700); Bustince, Humberto (55034746100); Asiáin, Maria José (8872427500); Mesiar, Radko (7004621213)","6508226260; 15520790700; 55034746100; 8872427500; 7004621213","On additive generators of overlap functions","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955398148&doi=10.1016%2fj.fss.2015.02.008&partnerID=40&md5=3d9d0eca22461a7e4becf29379c66343","2-s2.0-84955398148"
"Fernandes F.A.N.; Lona L.M.F.; Penlidis A.","Fernandes, Fabiano A.N. (9248904100); Lona, Liliane M.F. (6601977808); Penlidis, Alexander (7006776960)","9248904100; 6601977808; 7006776960","Inverse modeling applications in emulsion polymerization of vinyl acetate","2004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3042742133&doi=10.1016%2fj.ces.2004.04.003&partnerID=40&md5=e6dda1627aafece7c8f2a78b3f5efad6","2-s2.0-3042742133"
"de Souza A.C.D.; Fernandes M.A.C.","de Souza, Alisson C. D. (56402558600); Fernandes, Marcelo A. C. (7202947679)","56402558600; 7202947679","Parallel fixed point implementation of a radial basis function network in an FPGA","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908542712&doi=10.3390%2fs141018223&partnerID=40&md5=01722f6a5508634b098715f6eaadc856","2-s2.0-84908542712"
"Sizilio G.R.M.A.; Leite C.R.M.; Guerreiro A.M.G.; Neto A.D.D.","Sizilio, Gláucia Regina Medeiros Azambuja (36718046500); Leite, Cicília Raquel Maia (35113320100); Guerreiro, Ana Maria Guimarães (15055841900); Neto, Adrião Duarte Dória (7102618949)","36718046500; 35113320100; 15055841900; 7102618949","Collaborative remote diagnostics environment using intelligent platform support decision; [Ambiente de telediagnóstico colaborativo utilizando plataforma inteligente de auxílio á tomada de decisão]","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83455217532&doi=10.4322%2frbeb.2011.015&partnerID=40&md5=3e8d940d55a7efec16b1180d0c26cd50","2-s2.0-83455217532"
"Canuto A.M.; Santos A.M.; Abreu M.C.; Bezerra V.M.; Souza F.M.; Gomes Jr. M.F.","Canuto, Anne M. (15022041200); Santos, Araken M. (55466623600); Abreu, Marjory C. (14038905200); Bezerra, Valéria M. (15021777500); Souza, Fernanda M. (7005233315); Gomes Jr., Manuel F. (22334284600)","15022041200; 55466623600; 14038905200; 15021777500; 7005233315; 22334284600","Investigating the use of an agent-based multi-classifier system for classification tasks","2004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846943795&doi=10.1007%2f978-3-540-30499-9_131&partnerID=40&md5=e565adc7772104ceb8365decec7c8a8b","2-s2.0-33846943795"
"Oliveira P.S.; D'Assunção A.G.; Souza E.A.M.; Peixeiro C.","Oliveira, P.S. (57193753398); D'Assunção, A.G. (7004474343); Souza, E.A.M. (57189465559); Peixeiro, C. (6701730449)","57193753398; 7004474343; 57189465559; 6701730449","A fast and accurate technique for FSS and antenna designs based on the social spider optimization algorithm","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971207722&doi=10.1002%2fmop.29941&partnerID=40&md5=5bbd0a17b1c228b6a1aa0e2274fae278","2-s2.0-84971207722"
"Canuto A.M.P.; Santos A.M.; Vargas R.R.","Canuto, Anne M. P. (15022041200); Santos, Araken M. (55466623600); Vargas, Rogério R. (35148619400)","15022041200; 55466623600; 35148619400","Ensembles of ARTMAP-based neural networks: An experimental study","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959374923&doi=10.1007%2fs10489-009-0199-2&partnerID=40&md5=4c1b2d72be78ad32cc0b2f7f4676114d","2-s2.0-79959374923"
"de Araujo Dourado Junior O.; Neto A.D.D.; da Mata W.","de Araujo Dourado Junior, Osmar (15046361000); Neto, Adrião Duarte Dória (7102618949); da Mata, Wilson (15046381300)","15046361000; 7102618949; 15046381300","Determination of multiple direction of arrival in antennas arrays with radial basis functions","2006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750395868&doi=10.1016%2fj.neucom.2006.07.006&partnerID=40&md5=47c643c205db920ac180570a6a1f4e19","2-s2.0-33750395868"
"Rolim C.; Frery A.C.; Almeida E.; Costa E.; Gonçalves L.M.","Rolim, Cledja (57213538018); Frery, Alejandro C. (7003561251); Almeida, Eliana (8295156100); Costa, Evandro (35618052700); Gonçalves, Luiz Marcos (58069927800)","57213538018; 7003561251; 8295156100; 35618052700; 58069927800","Enhancing the experience of 3D virtual worlds with a cartographic generalization approach","2007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248222198&doi=10.1007%2fs00371-007-0099-6&partnerID=40&md5=1ddf9db1de6aa5d6bc3c0d5e80c0e837","2-s2.0-34248222198"
"Silva C.R.M.; Martins S.R.","Silva, Cláudio R. M. (55226055600); Martins, Sinara R. (55226285500)","55226055600; 55226285500","An adaptive evolutionary algorithm for UWB microstrip antennas optimization using a machine learning technique","2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878266399&doi=10.1002%2fmop.27692&partnerID=40&md5=40ae16f0d7fdb61a50aea9d0d2520270","2-s2.0-84878266399"
"Bedregal B.; Bustince H.; Palmeira E.; Dimuro G.; Fernandez J.","Bedregal, Benjamin (15520790700); Bustince, Humberto (55034746100); Palmeira, Eduardo (37261839800); Dimuro, Graçaliz (6508226260); Fernandez, Javier (57198957963)","15520790700; 55034746100; 37261839800; 6508226260; 57198957963","Generalized interval-valued OWA operators with interval weights derived from interval-valued overlap functions","2017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024496853&doi=10.1016%2fj.ijar.2017.07.001&partnerID=40&md5=c2ddf3a9e26fad34d176c371f62df48d","2-s2.0-85024496853"
"Déharbe D.; Imine A.; Ranise S.","Déharbe, David (6507909401); Imine, Abdessamad (8412487100); Ranise, Silvio (6603468509)","6507909401; 8412487100; 6603468509","Abstraction-Driven Verification of Array Programs","2004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35048868007&doi=10.1007%2f978-3-540-30210-0_23&partnerID=40&md5=e3b3202938286ec6042ff51f5f12724e","2-s2.0-35048868007"
"De Almeida Rego J.B.; De Medeiros Martins A.; Costa E.D.B.","De Almeida Rego, Joilson Batista (56167782200); De Medeiros Martins, Allan (57985251100); Costa, Evandro De B. (35618052700)","56167782200; 57985251100; 35618052700","Deterministic system identification using RBF networks","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901020452&doi=10.1155%2f2014%2f432593&partnerID=40&md5=efb4c937c3f8761e53e80e05fa3145a7","2-s2.0-84901020452"
"Zapata H.; Bustince H.; Montes S.; Bedregal B.; Dimuro G.P.; Takáč Z.; Baczyński M.; Fernandez J.","Zapata, H. (56404501700); Bustince, H. (55034746100); Montes, S. (7003956114); Bedregal, B. (15520790700); Dimuro, G.P. (6508226260); Takáč, Z. (55546506200); Baczyński, M. (6507407234); Fernandez, J. (57198957963)","56404501700; 55034746100; 7003956114; 15520790700; 6508226260; 55546506200; 6507407234; 57198957963","Interval-valued implications and interval-valued strong equality index with admissible orders","2017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019991074&doi=10.1016%2fj.ijar.2017.05.009&partnerID=40&md5=08bcba8843688bee8ea3909c1a65e7a2","2-s2.0-85019991074"
"Guerreiro A.M.G.; Paz De Araujo C.A.","Guerreiro, Ana M. G. (15055841900); Paz De Araujo, Carlos A. (7003895144)","15055841900; 7003895144","An extended model for a spiking neuron class","2007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548324625&doi=10.1007%2fs00422-007-0169-x&partnerID=40&md5=a75041e3c0e16aab84ff5390333dc400","2-s2.0-34548324625"
"Bustince H.; Barrenechea E.; Pagola M.; Fernandez J.; Xu Z.; Bedregal B.; Montero J.; Hagras H.; Herrera F.; De Baets B.","Bustince, Humberto (55034746100); Barrenechea, Edurne (23090078700); Pagola, Miguel (6602952001); Fernandez, Javier (57198957963); Xu, Zeshui (55502698400); Bedregal, Benjamin (15520790700); Montero, Javier (7103015773); Hagras, Hani (6701586037); Herrera, Francisco (7102347190); De Baets, Bernard (55664779600)","55034746100; 23090078700; 6602952001; 57198957963; 55502698400; 15520790700; 7103015773; 6701586037; 7102347190; 55664779600","A historical account of types of fuzzy sets and their relationships","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962091537&doi=10.1109%2fTFUZZ.2015.2451692&partnerID=40&md5=9743b012d28532b63b6621869d3b514b","2-s2.0-84962091537"
"Tustison N.J.; Avants B.B.; Siqueira M.; Gee J.C.","Tustison, Nicholas J. (6505987446); Avants, Brian B. (6602804684); Siqueira, Marcelo (15019841600); Gee, James C. (57202708522)","6505987446; 6602804684; 15019841600; 57202708522","Topological well-composedness and glamorous glue: A digital gluing algorithm for topologically constrained front propagation","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957520431&doi=10.1109%2fTIP.2010.2095021&partnerID=40&md5=400a1d8555627ebb69a26c47b1695434","2-s2.0-79957520431"
"Da F. Silva P.H.; Cruz R.M.S.; D'Aassunção A.G.","Da F. Silva, Paulo Henrique (57218888588); Cruz, Rossana Moreno S. (15924851900); D'Aassunção, Adaildo Gomes (36182710300)","57218888588; 15924851900; 36182710300","Blending PSO and ANN for optimal design of FSS filters with koch Island patch elements","2010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954847960&doi=10.1109%2fTMAG.2010.2044147&partnerID=40&md5=2e0d6ca000db219afac557d02669dd63","2-s2.0-77954847960"
"Silva P.H.D.F.; Passos M.G.; D'Assunção A.G.","Silva, P.H.Da F. (55488895300); Passos, M.G. (22035875000); D'Assunção, A.G. (7004474343)","55488895300; 22035875000; 7004474343","Fast and accurate analysis for the directivity of circular-shape antennas using optimal neural networks","2007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34748927140&doi=10.1002%2fmop.22839&partnerID=40&md5=0fa31e3be409dfded57a9cc469ca1b8e","2-s2.0-34748927140"
"Bustince H.; Beliakov G.; Pereira Dimuro G.; Bedregal B.; Mesiar R.","Bustince, Humberto (55034746100); Beliakov, Gleb (7003644533); Pereira Dimuro, Graçaliz (6508226260); Bedregal, Benjamín (15520790700); Mesiar, Radko (7004621213)","55034746100; 7003644533; 6508226260; 15520790700; 7004621213","On the definition of penalty functions in data aggregation","2017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999791726&doi=10.1016%2fj.fss.2016.09.011&partnerID=40&md5=837f28b9d1c6eb07c9aa27739330afdb","2-s2.0-84999791726"
"de Medeiros Brito Jr. A.; Neto A.D.D.; de Melo J.D.; Marcos Garcia Gonçalves L.","de Medeiros Brito Jr., Agostinho (6506059176); Neto, Adrião Duarte Dória (7102618949); de Melo, Jorge Dantas (55664205300); Marcos Garcia Gonçalves, Luiz (58069927800)","6506059176; 7102618949; 55664205300; 58069927800","An adaptive learning approach for 3-D surface reconstruction from point clouds","2008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-49149084589&doi=10.1109%2fTNN.2008.2000390&partnerID=40&md5=6e6bf682e69f10889e4bef6991a6c0a5","2-s2.0-49149084589"
"Costa J.A.F.; De Netto M.L.A.","Costa, José Alfredo Ferreira (7402460809); De Netto, Márcio Luiz Andrade (22333407700)","7402460809; 22333407700","Segmentation of self-organizing maps with 3-D output grids; [Segmentação de mapas auto-organizáveis com espaço de saída 3-D]","2007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35048816963&doi=10.1590%2fs0103-17592007000200002&partnerID=40&md5=451f1b7b1b6e71859235fb8e657d0a42","2-s2.0-35048816963"
"Patiño-Escarcina R.E.; Callejas Bedregal B.R.; Lyra A.","Patiño-Escarcina, Raquel E. (22433371000); Callejas Bedregal, Benjamín R. (15520790700); Lyra, Aarão (22433272900)","22433371000; 15520790700; 22433272900","Interval computing in neural networks: One layer interval neural networks","2004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35048886603&doi=10.1007%2f978-3-540-30561-3_8&partnerID=40&md5=4d9e7cd4c5eb55d3e68c36afe56b8f4e","2-s2.0-35048886603"
"Costa E.B.; Fonseca B.; Santana M.A.; de Araújo F.F.; Rego J.","Costa, Evandro B. (35618052700); Fonseca, Baldoino (36175426900); Santana, Marcelo Almeida (56903748100); de Araújo, Fabrísia Ferreira (57188562557); Rego, Joilson (56702327300)","35618052700; 36175426900; 56903748100; 57188562557; 56702327300","Evaluating the effectiveness of educational data mining techniques for early prediction of students’ academic failure in introductory programming courses","2017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016290685&doi=10.1016%2fj.chb.2017.01.047&partnerID=40&md5=92b8aeca82cc57f4403da7959a0ff96d","2-s2.0-85016290685"
